,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
1349,0.039980644,227.3694,9,1999,0,1,4567.388
913,0.161350176,196.6768,0,1998,2,0,591.2304
7347,0.102893121,141.947,1,1987,2,1,4008.116
3989,0.064325351,230.2694,3,2009,2,2,3197.1716
7281,0.112177581,65.9168,1,1987,2,1,958.752
2268,0.048718334,38.7506,1,1987,2,1,227.7036
4766,0.025162022,145.9418,6,2004,1,1,1765.7016
2142,0.058725131,82.3618,6,2004,1,1,1208.427
5111,0.024650932,146.0102,6,2004,1,1,2916.204
5387,0.032580705,180.066,3,2009,2,2,2157.192
6768,0.012030747,166.6184,9,1999,0,1,1155.8288
792,0.0,174.737,2,2007,1,1,2822.992
4772,0.076798609,231.8958,5,1985,2,3,8413.0488
4649,0.028357839,163.2894,6,2004,1,1,4530.1032
4401,0.02426524,114.0492,5,1985,2,3,3938.8728
7473,0.09627919,167.3158,6,2004,1,1,1838.2738
45,0.089498926,178.1002,0,1998,2,0,358.2004
6240,0.076721393,59.4536,6,2004,1,1,2021.3688
8322,0.010602292,235.3958,8,1997,0,1,3271.7412
3906,0.0,252.3382,8,1997,0,1,4794.4258
87,0.039057677,155.963,5,1985,2,3,3285.723
1744,0.01125332,57.0614,2,2007,1,1,939.4438
2203,0.037723476,109.5254,3,2009,2,2,1953.4572
4519,0.117599259,195.311,7,2002,1,1,3338.987
3842,0.074345142,230.901,1,1987,2,1,4364.319
2527,0.173703549,175.8054,0,1998,2,0,1050.6324
2464,0.050708743,123.4072,1,1987,2,1,3185.1872
7338,0.026949463,197.711,5,1985,2,3,4910.275
2358,0.046232445,99.4384,1,1987,2,1,1379.5376
7417,0.021647195,109.5228,7,2002,1,1,994.7052
3080,0.15277077,214.4218,3,2009,2,2,4274.436
3807,0.023835164,103.3964,5,1985,2,3,3050.6956
6003,0.02960641,65.4142,9,1999,0,1,1516.0266
5982,0.121012632,49.4034,0,1998,2,0,194.4136
5922,0.142759833,159.3578,9,1999,0,1,3048.6982
1081,0.076975118,46.2086,9,1999,0,1,490.6946
1552,0.066892471,186.424,3,2009,2,2,1304.968
7837,0.0204702,88.254,5,1985,2,3,2510.066
1505,0.0,182.9292,2,2007,1,1,4013.4424
5481,0.029583249,114.715,7,2002,1,1,1048.635
7412,0.036127671,117.4782,6,2004,1,1,2026.0294
2859,0.096929994,233.8958,7,2002,1,1,2103.2622
6647,0.199935881,188.453,0,1998,2,0,379.506
8428,0.039836895,191.6188,6,2004,1,1,2094.6068
5433,0.014098693,197.7084,2,2007,1,1,3372.9428
1998,0.056782237,241.2512,5,1985,2,3,8239.9408
7480,0.093913607,198.7426,2,2007,1,1,1186.4556
3332,0.027729547,169.379,3,2009,2,2,1528.011
2210,0.041220035,131.231,6,2004,1,1,3635.268
6791,0.085482761,231.4668,3,2009,2,2,3225.1352
5076,0.03786331,40.948,1,1987,2,1,319.584
4168,0.142443405,170.4132,2,2007,1,1,4396.9432
985,0.088305478,123.473,6,2004,1,1,1478.076
1069,0.089260667,193.4478,8,1997,0,1,4843.695
7161,0.032610007,37.4822,5,1985,2,3,942.7728
1755,0.036057562,260.3278,3,2009,2,2,2342.9502
2154,0.026397141,207.8954,7,2002,1,1,3542.7218
5210,0.084262458,261.591,1,1987,2,1,3418.883
5300,0.074059474,209.0638,8,1997,0,1,3520.0846
2533,0.06912336,106.0938,5,1985,2,3,2787.0388
6268,0.174110803,166.85,0,1998,2,0,499.35
2440,0.031102571,257.2672,2,2007,1,1,2045.3376
4981,0.03443677,156.5288,5,1985,2,3,4870.9928
7803,0.03046847,254.704,5,1985,2,3,3036.048
3157,0.066765523,107.1964,4,1985,0,0,420.7856
4494,0.159081735,193.5478,5,1985,2,3,4649.9472
8416,0.031377308,93.6462,1,1987,2,1,925.462
7822,0.020688969,88.183,3,2009,2,2,719.064
3861,0.057011062,241.9512,1,1987,2,1,2908.2144
5355,0.084949955,109.7912,6,2004,1,1,1091.912
2032,0.03150851,170.5764,1,1987,2,1,3779.0808
5932,0.047782959,249.1092,8,1997,0,1,2490.092
2976,0.031151633,173.2054,8,1997,0,1,4902.9512
996,0.048931174,127.3336,6,2004,1,1,1150.5024
5109,0.089186275,145.3786,7,2002,1,1,2745.0934
8071,0.0,114.286,8,1997,0,1,2376.906
1760,0.0,75.7012,2,2007,1,1,1442.1228
8063,0.116261335,107.0938,0,1998,2,0,214.3876
1698,0.065082452,93.0804,7,2002,1,1,2113.2492
8221,0.024756031,146.7102,3,2009,2,2,1603.9122
8261,0.024482433,205.7638,0,1998,2,0,621.1914
7862,0.04152307,124.3072,1,1987,2,1,5022.7952
8057,0.093405156,129.3652,3,2009,2,2,4391.6168
892,0.073024401,121.844,5,1985,2,3,3115.944
5098,0.093913607,93.2146,2,2007,1,1,1733.0774
7135,0.017845372,179.0686,2,2007,1,1,5688.5952
5204,0.054763518,150.9366,2,2007,1,1,3476.1418
7765,0.052473797,83.6224,5,1985,2,3,3494.1184
8427,0.069532901,51.8324,9,1999,0,1,1090.5804
3629,0.0,122.9388,2,2007,1,1,2105.2596
135,0.076855628,116.0492,8,1997,0,1,1969.4364
3620,0.026986367,127.1336,8,1997,0,1,2812.3392
8504,0.124110734,111.7544,5,1985,2,3,4138.6128
5698,0.037622954,110.7886,8,1997,0,1,1334.2632
108,0.278974075,225.372,4,1985,0,0,679.116
576,0.0,39.3822,8,1997,0,1,353.5398
5808,0.064938448,90.0804,6,2004,1,1,1561.9668
1298,0.10764721,39.3822,2,2007,1,1,314.2576
8298,0.068112874,104.599,6,2004,1,1,2889.572
7454,0.13504726,98.57,6,2004,1,1,2496.75
5121,0.157075658,240.5538,9,1999,0,1,3845.6608
1969,0.083528446,162.4552,7,2002,1,1,2274.3728
4395,0.012467648,188.1872,9,1999,0,1,2458.1336
4727,0.013363902,106.128,6,2004,1,1,1917.504
166,0.021327477,216.8824,2,2007,1,1,2838.9712
3795,0.080235512,188.9556,0,1998,2,0,563.2668
2125,0.132876847,98.0726,9,1999,0,1,1076.5986
7017,0.020684919,148.5734,2,2007,1,1,1336.2606
1061,0.171281641,54.0614,2,2007,1,1,1160.4894
4032,0.012012071,163.1184,8,1997,0,1,4623.3152
4678,0.041098734,80.9276,3,2009,2,2,487.3656
5434,0.0,256.033,0,1998,2,0,1281.665
4106,0.140821917,252.9382,9,1999,0,1,2775.7202
4603,0.0,81.6276,8,1997,0,1,1787.0072
646,0.114160573,253.1724,2,2007,1,1,3775.086
3507,0.052040539,143.1786,4,1985,0,0,288.9572
4493,0.030794774,122.9072,5,1985,2,3,4532.7664
5656,0.093026207,128.7652,8,1997,0,1,516.6608
1673,0.081119484,220.0798,6,2004,1,1,1322.2788
3540,0.298205272,55.7614,4,1985,0,0,110.5228
2762,0.028592842,151.0708,6,2004,1,1,2858.9452
6584,0.0,152.2366,0,1998,2,0,151.1366
6864,0.030155224,214.7192,7,2002,1,1,3020.0688
8399,0.094450618,141.4812,0,1998,2,0,284.9624
668,0.104245198,105.3622,9,1999,0,1,1270.3464
6756,0.04714777,102.4016,1,1987,2,1,1720.4272
2592,0.013869039,62.5168,3,2009,2,2,447.4176
7792,0.054162439,85.3566,1,1987,2,1,1775.6886
8137,0.107564024,149.0076,9,1999,0,1,1182.4608
2920,0.080695806,51.3008,5,1985,2,3,759.012
1475,0.071091591,228.601,2,2007,1,1,4823.721
6057,0.127308434,186.6924,5,1985,2,3,7033.5112
6555,0.077290355,44.5086,2,2007,1,1,713.7376
4797,0.025325897,150.9024,9,1999,0,1,3795.06
2564,0.084749164,215.5218,6,2004,1,1,4060.7142
4901,0.022351808,143.7812,5,1985,2,3,4986.842
816,0.041886576,92.1462,1,1987,2,1,1203.1006
2574,0.093278912,118.7124,6,2004,1,1,2607.2728
6050,0.031200065,174.7054,9,1999,0,1,6303.7944
8125,0.072559351,199.3426,5,1985,2,3,3757.1094
8233,0.140163038,94.212,8,1997,0,1,1025.332
2612,0.023931217,103.1964,1,1987,2,1,736.3748
6793,0.099101845,105.828,6,2004,1,1,1704.448
2106,0.046336634,120.0414,1,1987,2,1,3533.4006
2689,0.015687045,182.6976,8,1997,0,1,3440.8544
2729,0.014144442,180.4344,3,2009,2,2,535.3032
6298,0.025961116,80.4302,9,1999,0,1,316.9208
3138,0.09384335,142.3812,3,2009,2,2,1139.8496
1485,0.097937252,98.9042,5,1985,2,3,4960.21
3352,0.054637635,93.3094,9,1999,0,1,3046.7008
4528,0.071371458,125.2362,8,1997,0,1,1384.1982
7358,0.019930418,131.531,6,2004,1,1,2856.282
3565,0.012254429,59.9904,3,2009,2,2,644.4944
2373,0.102407778,234.33,2,2007,1,1,3961.51
1115,0.011351778,236.5248,2,2007,1,1,4029.4216
1049,0.013634468,256.4304,6,2004,1,1,1808.3128
2790,0.072608647,228.3668,1,1987,2,1,5298.4364
1280,0.127660257,198.5426,4,1985,0,0,790.9704
6357,0.026627857,93.712,3,2009,2,2,745.696
522,0.022059594,56.0614,0,1998,2,0,276.307
5504,0.0,57.8562,9,1999,0,1,711.0744
1496,0.255348289,84.4224,0,1998,2,0,170.4448
5077,0.019200003,47.7692,8,1997,0,1,492.692
2105,0.014075334,176.8344,1,1987,2,1,3568.688
4167,0.095989602,127.3678,7,2002,1,1,508.6712
6705,0.156012631,177.337,3,2009,2,2,2822.992
8268,0.027426689,97.3042,3,2009,2,2,694.4294
7380,0.012592289,123.3414,5,1985,2,3,4751.8146
4197,0.172856719,148.205,0,1998,2,0,449.415
6090,0.032470108,148.9392,5,1985,2,3,3728.48
1295,0.021427082,156.5288,6,2004,1,1,1571.288
6600,0.185130961,32.9216,9,1999,0,1,588.5672
5073,0.126579586,112.2886,9,1999,0,1,2557.3378
5431,0.120663214,95.6778,5,1985,2,3,2910.2118
4388,0.041538713,93.1804,9,1999,0,1,1378.206
7418,0.021573645,184.6582,8,1997,0,1,5015.4714
1011,0.024304264,114.0176,3,2009,2,2,1488.7288
2287,0.028519419,109.2228,0,1998,2,0,221.0456
4585,0.128090139,107.0622,8,1997,0,1,1376.2086
2080,0.017360867,196.2768,7,2002,1,1,1576.6144
4434,0.040318693,186.224,5,1985,2,3,5033.448
1878,0.051596927,128.0678,7,2002,1,1,1780.3492
1184,0.039906377,191.3188,9,1999,0,1,1713.7692
3035,0.088681966,121.973,3,2009,2,2,2956.152
5407,0.034575546,156.5288,1,1987,2,1,1571.288
6406,0.081260969,221.7798,9,1999,0,1,3085.3172
630,0.107076832,58.7904,5,1985,2,3,1288.9888
7285,0.01769927,74.2012,5,1985,2,3,1290.3204
5571,0.077164595,172.5106,8,1997,0,1,2566.659
7706,0.077154417,35.7558,2,2007,1,1,577.2486
1458,0.030890618,228.7352,9,1999,0,1,5954.9152
1943,0.141174838,127.0994,7,2002,1,1,2826.9868
4439,0.046079575,43.5744,7,2002,1,1,407.4696
5925,0.139552827,105.6306,8,1997,0,1,418.1224
921,0.026409147,102.1332,3,2009,2,2,615.1992
37,0.113123893,122.5388,3,2009,2,2,1609.9044
7855,0.0,98.1726,5,1985,2,3,978.726
1304,0.04679836,123.8388,3,2009,2,2,866.8716
7182,0.087383304,180.4292,5,1985,2,3,4013.4424
6660,0.184454044,211.4902,9,1999,0,1,4035.4138
3276,0.094512029,104.5648,0,1998,2,0,207.7296
7861,0.117825569,43.2796,4,1985,0,0,41.2796
4245,0.121153331,97.3752,1,1987,2,1,958.752
8329,0.041621987,253.6014,5,1985,2,3,6630.0364
4672,0.103481775,150.005,7,2002,1,1,1797.66
720,0.026428924,78.2302,3,2009,2,2,554.6114
2986,0.026451028,210.3954,3,2009,2,2,5001.4896
3097,0.019901356,157.5972,9,1999,0,1,3427.5384
7436,0.0,145.6418,1,1987,2,1,3384.2614
1853,0.059889718,168.5132,6,2004,1,1,2874.9244
6919,0.044624064,245.4802,1,1987,2,1,3193.8426
4905,0.077454252,59.2536,8,1997,0,1,735.0432
5337,0.006770252,124.473,9,1999,0,1,1231.73
5597,0.04745185,214.6876,1,1987,2,1,3001.4264
4610,0.040597054,187.324,7,2002,1,1,1864.24
8223,0.0413383,83.3934,2,2007,1,1,491.3604
5456,0.031251369,93.3462,5,1985,2,3,1018.0082
1047,0.162980276,145.2444,8,1997,0,1,1451.444
1902,0.018321361,255.3698,5,1985,2,3,4819.7262
4915,0.0,170.6132,1,1987,2,1,6595.4148
890,0.122657336,110.1544,9,1999,0,1,1565.9616
3924,0.077999504,238.0248,6,2004,1,1,1896.1984
180,0.060134441,153.0656,5,1985,2,3,6024.1584
1709,0.060022526,168.7132,7,2002,1,1,6426.3016
118,0.041177505,140.3154,2,2007,1,1,2552.6772
2895,0.277459381,156.3946,4,1985,0,0,473.3838
1708,0.079440262,86.7882,4,1985,0,0,85.8882
1420,0.12152072,118.244,8,1997,0,1,958.752
4297,0.06904249,41.4454,0,1998,2,0,41.9454
6084,0.010055503,163.7552,9,1999,0,1,1787.0072
3694,0.038422076,62.5852,1,1987,2,1,438.0964
471,0.005677876,184.8924,7,2002,1,1,1665.8316
8002,0.113518466,253.5724,8,1997,0,1,5033.448
4506,0.082266419,48.8034,8,1997,0,1,340.2238
8189,0.020611526,84.954,7,2002,1,1,865.54
1410,0.007140468,40.848,1,1987,2,1,679.116
1276,0.02536567,82.7934,6,2004,1,1,1228.401
7775,0.033813351,198.1426,9,1999,0,1,3757.1094
1313,0.123449671,89.7488,5,1985,2,3,1901.5248
6290,0.012651172,123.1414,6,2004,1,1,2314.9866
1309,0.06575528,151.505,1,1987,2,1,2546.685
4019,0.034942397,61.9194,0,1998,2,0,123.8388
775,0.026408698,53.2614,5,1985,2,3,607.8754
3289,0.167831064,237.4564,8,1997,0,1,715.0692
4365,0.014021626,127.1652,7,2002,1,1,1291.652
7847,0.019546214,168.1474,7,2002,1,1,4211.185
2275,0.091189915,149.3708,6,2004,1,1,4514.124
4711,0.021020616,130.7942,7,2002,1,1,2782.3782
2204,0.14897741,143.0786,0,1998,2,0,288.9572
4794,0.034278798,214.1218,1,1987,2,1,4488.1578
3130,0.026546765,142.147,1,1987,2,1,2147.205
7002,0.176834351,172.1422,5,1985,2,3,5000.8238
3739,0.0,119.1098,2,2007,1,1,964.0784
569,0.049318315,149.005,7,2002,1,1,2097.27
4832,0.046408928,153.2998,5,1985,2,3,3998.7948
4118,0.033024328,236.6906,3,2009,2,2,3089.9778
6314,0.051783761,125.8678,2,2007,1,1,3433.5306
4813,0.091857904,160.7894,3,2009,2,2,1617.894
1406,0.076891526,61.5536,7,2002,1,1,796.2968
6781,0.0,43.5744,2,2007,1,1,498.0184
1491,0.022914478,181.195,6,2004,1,1,2380.235
4412,0.030151351,98.7384,8,1997,0,1,492.692
4021,0.102038294,231.93,7,2002,1,1,2563.33
4324,0.022274264,101.699,6,2004,1,1,2992.771
6865,0.062541552,34.3532,3,2009,2,2,251.6724
5935,0.078758649,116.3808,4,1985,0,0,234.3616
6364,0.120060274,246.5434,2,2007,1,1,4470.1812
4808,0.037841362,125.2704,3,2009,2,2,2628.5784
1033,0.01612717,189.3556,5,1985,2,3,2253.0672
5804,0.014497036,150.8708,4,1985,0,0,150.4708
3508,0.097629611,240.4196,1,1987,2,1,4579.3724
8514,0.054488534,57.5904,7,2002,1,1,468.7232
2300,0.019374768,155.8972,6,2004,1,1,2025.3636
581,0.131665479,91.8804,2,2007,1,1,275.6412
2490,0.162418495,64.9168,2,2007,1,1,639.168
8119,0.069524391,91.8146,9,1999,0,1,2371.5796
7650,0.0,210.4902,7,2002,1,1,3610.6334
2848,0.021010687,131.3942,9,1999,0,1,927.4594
4179,0.03127929,160.3578,2,2007,1,1,2406.867
1046,0.077046505,189.453,4,1985,0,0,759.012
3534,0.029538509,189.4556,2,2007,1,1,1877.556
468,0.014660821,85.125,7,2002,1,1,2663.2
3255,0.0,206.9638,2,2007,1,1,7247.233
5619,0.01724183,197.0768,5,1985,2,3,8868.456
7835,0.018310142,57.7588,0,1998,2,0,57.2588
1444,0.097865088,221.8456,0,1998,2,0,884.1824
2112,0.043852434,182.695,7,2002,1,1,4211.185
4757,0.060649213,232.7616,1,1987,2,1,2812.3392
365,0.127929521,211.4902,1,1987,2,1,3610.6334
3777,0.027812304,147.476,5,1985,2,3,3368.948
8179,0.055162827,100.3358,3,2009,2,2,904.8222
3044,0.071699984,177.6028,0,1998,2,0,531.3084
7767,0.079837509,102.1332,9,1999,0,1,1743.0644
5961,0.01040777,209.4954,3,2009,2,2,2500.7448
4920,0.050657232,249.9092,0,1998,2,0,249.0092
2629,0.026651184,86.6198,9,1999,0,1,1657.1762
850,0.00597362,164.5526,1,1987,2,1,2137.8838
441,0.022604051,181.4318,8,1997,0,1,3428.2042
1279,0.040897932,82.6276,1,1987,2,1,731.0484
2239,0.036012919,148.0734,4,1985,0,0,593.8936
2008,0.015309885,197.6084,7,2002,1,1,2380.9008
3183,0.077882226,258.0962,7,2002,1,1,1035.9848
3687,0.0,189.853,7,2002,1,1,4933.578
616,0.118149377,160.5578,2,2007,1,1,1283.6624
8479,0.039553606,99.1042,9,1999,0,1,2579.3092
2013,0.013091186,114.8834,3,2009,2,2,1612.5676
6497,0.152813518,45.6086,2,2007,1,1,1025.9978
6841,0.075056542,76.0354,9,1999,0,1,601.8832
1672,0.039988162,55.7298,5,1985,2,3,1024.6662
4707,0.066284519,247.2092,6,2004,1,1,3486.1288
8219,0.008664064,119.3756,7,2002,1,1,605.878
4755,0.030083482,61.922,6,2004,1,1,1557.972
1274,0.032882271,113.5518,1,1987,2,1,2732.4432
1951,0.076097035,145.8102,0,1998,2,0,291.6204
4911,0.0,164.721,3,2009,2,2,3588.662
1753,0.18614827,78.2328,9,1999,0,1,1158.492
6511,0.053031857,149.1734,5,1985,2,3,4454.202
7166,0.145951533,160.9552,4,1985,0,0,162.4552
6304,0.116723677,182.4266,9,1999,0,1,5163.9448
3322,0.012627478,140.818,9,1999,0,1,3495.45
5622,0.015108194,83.725,8,1997,0,1,1165.15
3926,0.023179181,154.034,9,1999,0,1,2450.144
5928,0.007342171,59.9536,1,1987,2,1,980.0576
1476,0.187841082,119.244,0,1998,2,0,119.844
6801,0.054066567,87.0856,3,2009,2,2,1406.1696
1649,0.0,184.3924,8,1997,0,1,4257.1252
8353,0.031024168,210.5244,4,1985,0,0,1482.0708
550,0.076705948,34.7558,6,2004,1,1,780.9834
1265,0.018757586,96.9384,5,1985,2,3,2167.8448
3479,0.078489577,39.9506,1,1987,2,1,645.1602
7693,0.013485235,140.0154,1,1987,2,1,3119.9388
1104,0.075881475,155.2656,7,2002,1,1,2934.8464
3520,0.183260221,108.557,6,2004,1,1,1208.427
2713,0.010961483,58.2588,7,2002,1,1,343.5528
8336,0.090008963,164.0526,0,1998,2,0,164.4526
4402,0.176175402,184.0608,2,2007,1,1,2021.3688
7388,0.281509514,33.8874,0,1998,2,0,35.2874
5227,0.063513272,149.9708,1,1987,2,1,2106.5912
3503,0.037505332,126.2704,5,1985,2,3,4255.7936
7654,0.103422709,144.847,6,2004,1,1,1717.764
1389,0.075291577,119.1808,0,1998,2,0,351.5424
8460,0.065507999,168.9816,6,2004,1,1,2852.2872
3684,0.101689151,54.6956,1,1987,2,1,163.7868
6108,0.047814463,179.266,7,2002,1,1,5033.448
1470,0.161301097,185.1266,1,1987,2,1,2213.1192
4551,0.027430696,171.1106,2,2007,1,1,3593.3226
8324,0.021579162,105.9596,7,2002,1,1,2049.3324
3587,0.054238448,75.4012,9,1999,0,1,986.7156
1665,0.0,227.5694,9,1999,0,1,3653.9104
6929,0.026568875,142.047,8,1997,0,1,3149.234
3104,0.050808821,33.6874,0,1998,2,0,70.5748
4303,0.0,147.5102,8,1997,0,1,1166.4816
4548,0.089210159,64.251,2,2007,1,1,1328.271
204,0.052339069,242.7512,8,1997,0,1,4119.9704
5376,0.065621523,186.5214,6,2004,1,1,5275.7992
8064,0.12829573,210.4902,7,2002,1,1,5309.755
6833,0.211306673,125.1362,0,1998,2,0,251.6724
1368,0.117874024,193.6136,7,2002,1,1,4471.5128
955,0.0,110.4228,2,2007,1,1,1547.3192
1489,0.031069203,179.6686,4,1985,0,0,177.7686
5426,0.07436116,206.1638,3,2009,2,2,4141.276
7571,0.048857925,61.0194,9,1999,0,1,1052.6298
3158,0.07575107,262.8568,8,1997,0,1,5800.4496
995,0.050111641,165.9816,0,1998,2,0,167.7816
366,0.07838564,256.4646,6,2004,1,1,5153.292
5437,0.024213354,42.4454,5,1985,2,3,293.6178
2942,0.024891881,170.9422,6,2004,1,1,3103.9596
1432,0.027052013,73.9354,2,2007,1,1,1655.1788
2718,0.029157849,97.0726,4,1985,0,0,293.6178
7227,0.051661272,33.3558,8,1997,0,1,848.895
5423,0.170152831,182.6266,7,2002,1,1,2581.9724
408,0.022047313,110.2886,1,1987,2,1,1890.2062
6639,0.043526599,148.4418,1,1987,2,1,2354.2688
8047,0.0,189.1872,6,2004,1,1,1890.872
1803,0.037574137,174.2054,6,2004,1,1,3677.2134
5655,0.111666665,155.2998,7,2002,1,1,1230.3984
2832,0.0,98.241,4,1985,0,0,289.623
6494,0.113790879,185.3924,3,2009,2,2,370.1848
7705,0.047491371,213.9876,8,1997,0,1,2143.876
3006,0.089120516,149.8708,5,1985,2,3,3611.2992
5307,0.012437935,189.9872,1,1987,2,1,3781.744
5938,0.034623782,118.9782,1,1987,2,1,1549.3166
2858,0.031331581,111.1228,9,1999,0,1,663.1368
2483,0.099186992,198.7768,3,2009,2,2,3153.2288
1561,0.035943717,40.5138,8,1997,0,1,446.7518
7605,0.044472637,43.3454,2,2007,1,1,922.7988
6690,0.076193763,89.783,9,1999,0,1,2247.075
5634,0.212293753,92.2778,4,1985,0,0,469.389
8014,0.007546808,104.1622,1,1987,2,1,1693.7952
3902,0.175336471,107.0964,2,2007,1,1,1472.7496
4036,0.0,155.463,6,2004,1,1,4068.038
7157,0.056067524,139.8496,3,2009,2,2,1270.3464
4849,0.027253711,170.9106,1,1987,2,1,3251.1014
353,0.034452949,174.0422,8,1997,0,1,2586.633
5097,0.071104408,95.012,2,2007,1,1,1864.24
6320,0.116347087,76.867,5,1985,2,3,2526.711
3312,0.122684413,132.2942,9,1999,0,1,2252.4014
6879,0.024515221,189.2214,9,1999,0,1,3956.8494
4119,0.143574191,37.219,7,2002,1,1,476.047
6131,0.093991286,140.9812,2,2007,1,1,3277.0676
5293,0.067295406,41.9796,8,1997,0,1,701.7532
708,0.049634817,212.5586,1,1987,2,1,3165.879
3571,0.082170947,190.953,1,1987,2,1,2466.789
6487,0.064909488,88.5198,6,2004,1,1,1308.297
1497,0.036879539,181.3976,2,2007,1,1,3078.6592
7260,0.046382793,122.8388,5,1985,2,3,2972.1312
6953,0.210021713,44.2744,4,1985,0,0,90.5488
7102,0.0,189.3846,1,1987,2,1,4777.115
8415,0.139700397,147.776,7,2002,1,1,2490.092
1405,0.0,193.0504,9,1999,0,1,2492.7552
4002,0.026139404,216.785,7,2002,1,1,1947.465
5138,0.0,245.0144,5,1985,2,3,3185.1872
7438,0.0,262.891,4,1985,0,0,788.973
5541,0.06725846,115.186,9,1999,0,1,2490.092
5708,0.02573918,120.744,5,1985,2,3,3954.852
5981,0.164679597,112.1518,8,1997,0,1,1252.3698
3203,0.145867347,194.0794,8,1997,0,1,3901.588
7392,0.076005548,166.1158,2,2007,1,1,1169.8106
209,0.165694219,39.7164,0,1998,2,0,231.6984
1058,0.122221269,45.9428,3,2009,2,2,1274.3412
6716,0.079592733,37.3506,7,2002,1,1,645.1602
8182,0.028533032,151.434,3,2009,2,2,1225.072
1727,0.0,146.076,2,2007,1,1,2636.568
6589,0.094185483,126.2704,2,2007,1,1,2002.7264
8157,0.080203852,77.996,5,1985,2,3,2716.464
3150,0.017821466,75.1012,7,2002,1,1,1366.2216
6115,0.075444922,146.0444,1,1987,2,1,2612.5992
6769,0.075603699,215.1218,5,1985,2,3,3205.827
4246,0.163160327,107.4622,2,2007,1,1,1693.7952
868,0.119345629,261.991,2,2007,1,1,2366.919
3732,0.047897663,44.677,8,1997,0,1,173.108
6604,0.043414959,93.1436,3,2009,2,2,1418.154
5315,0.096943078,196.5768,2,2007,1,1,7685.9952
3450,0.023988387,104.5964,9,1999,0,1,1262.3568
1239,0.021468792,251.675,7,2002,1,1,4244.475
2840,0.112161697,154.4682,4,1985,0,0,152.4682
4048,0.024536636,106.1306,6,2004,1,1,2090.612
2536,0.033851785,112.186,6,2004,1,1,1018.674
4534,0.139426044,148.3392,6,2004,1,1,3877.6192
1474,0.076036381,153.9656,3,2009,2,2,2625.9152
7531,0.045165796,118.4808,3,2009,2,2,1640.5312
5287,0.294948897,159.0604,0,1998,2,0,792.302
3965,0.070356805,36.8532,9,1999,0,1,755.0172
4321,0.058835928,170.2448,0,1998,2,0,170.4448
2347,0.0,118.8124,8,1997,0,1,2607.2728
638,0.020989132,158.6578,1,1987,2,1,2406.867
5369,0.0,154.2998,8,1997,0,1,1999.3974
4281,0.086145867,258.362,0,1998,2,0,259.662
1970,0.036731658,177.237,5,1985,2,3,4763.799
5744,0.049280292,245.6144,8,1997,0,1,3920.2304
7762,0.112324552,60.622,7,2002,1,1,778.986
1927,0.012707362,41.0822,1,1987,2,1,942.7728
680,0.210375806,178.2028,0,1998,2,0,177.1028
6808,0.077769768,63.0536,3,2009,2,2,980.0576
7049,0.163148041,116.6124,5,1985,2,3,3199.8348
5579,0.029236727,123.8414,2,2007,1,1,1340.2554
2953,0.079713576,101.3332,8,1997,0,1,1537.998
2230,0.054410179,151.3366,1,1987,2,1,2720.4588
485,0.064636203,90.0804,5,1985,2,3,2113.2492
4697,0.066727717,181.6292,1,1987,2,1,2371.5796
6382,0.062510529,146.8418,3,2009,2,2,2059.9852
7926,0.083488992,161.3552,9,1999,0,1,7148.0288
2094,0.018096488,179.566,3,2009,2,2,2696.49
904,0.030379382,153.4656,2,2007,1,1,1853.5872
2421,0.093441604,119.1124,9,1999,0,1,3673.8844
2510,0.01903743,60.5536,2,2007,1,1,490.0288
4827,0.016531033,122.4098,5,1985,2,3,3012.745
1101,0.050692386,125.6678,5,1985,2,3,4832.3764
53,0.065041581,196.3794,2,2007,1,1,3121.2704
1266,0.056500895,85.8908,7,2002,1,1,1845.5976
2255,0.05432142,146.2102,0,1998,2,0,437.4306
6559,0.0,125.9362,9,1999,0,1,1635.8706
2857,0.040945898,143.1496,8,1997,0,1,2258.3936
1919,0.162903525,104.9622,3,2009,2,2,1482.0708
6713,0.008834023,100.0384,6,2004,1,1,2266.3832
7543,0.016113019,248.8092,2,2007,1,1,5976.2208
6531,0.096387053,45.6086,1,1987,2,1,356.8688
553,0.065520388,168.3816,8,1997,0,1,1342.2528
3154,0.049066248,192.4478,5,1985,2,3,8912.3988
354,0.06670068,55.2956,9,1999,0,1,1255.6988
5224,0.073251428,181.695,0,1998,2,0,549.285
3417,0.034427577,146.6734,0,1998,2,0,296.9468
2219,0.050130529,128.3336,9,1999,0,1,2556.672
2085,0.070431235,177.5344,6,2004,1,1,3033.3848
1105,0.061330521,178.7318,0,1998,2,0,360.8636
7569,0.042324556,150.9024,0,1998,2,0,303.6048
1898,0.0,111.9886,8,1997,0,1,3002.0922
7123,0.021471456,131.0284,4,1985,0,0,131.8284
7988,0.10399676,107.4622,1,1987,2,1,1587.933
622,0.039428167,127.9678,3,2009,2,2,3560.6984
7602,0.041740624,98.3042,4,1985,0,0,198.4084
5040,0.036490369,140.8154,2,2007,1,1,1843.6002
1759,0.063863551,262.3594,8,1997,0,1,4448.2098
4688,0.064577332,230.5352,4,1985,0,0,687.1056
988,0.108710162,161.7578,8,1997,0,1,2888.2404
2751,0.185704641,77.1328,1,1987,2,1,2239.7512
5462,0.036611104,180.9318,1,1987,2,1,3247.7724
